Payment ID,Order ID,Payment Date,Payment Method,Payment Amount,Payment Status,Transaction Reference,Bank Name,Created Date,Updated Date
900467,500467,2026-07-01,Net Banking,3588.17,SUCCESS,TXN498784578,Axis Bank,2026-07-01,2026-07-23
900468,500468,2025-10-24,Cash,28536.01,SUCCESS,TXN604816257,ICICI Bank,2025-10-24,2026-01-30
900469,500469,2026-05-01,Net Banking,12871.56,SUCCESS,TXN365388382,Punjab National Bank,2026-05-01,2026-05-05
900470,500470,2025-12-23,Debit Card,37824.37,SUCCESS,TXN270307732,Punjab National Bank,2025-12-23,2026-06-27
900471,500471,2024-10-24,Wallet,58656.73,SUCCESS,TXN333848350,HDFC Bank,2024-10-24,2025-06-22
900472,500472,2025-02-28,UPI,41467.08,SUCCESS,TXN723926702,Punjab National Bank,2025-02-28,2026-06-29
900473,500473,2026-03-11,Wallet,31923.47,SUCCESS,TXN164480705,HDFC Bank,2026-03-11,2026-06-10
900474,500474,2025-12-30,Net Banking,32602.74,REFUNDED,TXN887255513,ICICI Bank,2025-12-30,2026-01-04
900475,500475,2026-06-29,Cash,34338.7,SUCCESS,TXN848438614,Axis Bank,2026-06-29,2026-07-11
900476,500476,2025-11-23,Credit Card,33412.03,SUCCESS,TXN173955669,Kotak Mahindra Bank,2025-11-23,2026-01-01
900477,500477,2026-07-05,UPI,4737.63,SUCCESS,TXN765434962,State Bank of India,2026-07-05,2026-07-29
900478,500478,2025-12-23,Net Banking,19654.02,SUCCESS,TXN922200725,Kotak Mahindra Bank,2025-12-23,2026-01-31
900479,500479,2025-08-21,Credit Card,16505.86,SUCCESS,TXN133579936,ICICI Bank,2025-08-21,2025-10-14
900480,500480,2026-07-06,Debit Card,43444.99,SUCCESS,TXN152705290,State Bank of India,2026-07-06,2026-07-13
900481,500481,2024-09-17,Net Banking,32764.76,PENDING,TXN960088617,Punjab National Bank,2024-09-17,2024-11-18
900482,500482,2025-10-28,Debit Card,16915.31,SUCCESS,TXN668031793,HDFC Bank,2025-10-28,2025-12-03
900483,500483,2025-12-22,Credit Card,380.16,SUCCESS,TXN307360430,Kotak Mahindra Bank,2025-12-22,2026-06-08
900484,500484,2026-06-23,Cash,19459.89,SUCCESS,TXN484360237,Punjab National Bank,2026-06-23,2026-07-22
900485,500485,2025-12-30,Credit Card,31284.61,SUCCESS,TXN673271266,Kotak Mahindra Bank,2025-12-30,2026-04-22
900486,500486,2026-04-06,Net Banking,30204.98,SUCCESS,TXN987077148,Punjab National Bank,2026-04-06,2026-05-17
900487,500487,2025-11-18,Net Banking,31055.92,SUCCESS,TXN526372748,HDFC Bank,2025-11-18,2025-12-05
900488,500488,2025-12-26,Credit Card,7887.5,SUCCESS,TXN438126323,HDFC Bank,2025-12-26,2026-07-11
900489,500489,2026-02-05,UPI,42784.36,PENDING,TXN140519046,Axis Bank,2026-02-05,2026-05-07
900490,500490,2026-03-24,Net Banking,44571.9,SUCCESS,TXN711028819,ICICI Bank,2026-03-24,2026-04-12
900491,500491,2026-03-18,Cash,20704.13,SUCCESS,TXN789615654,State Bank of India,2026-03-18,2026-03-27
900492,500492,2026-07-31,Net Banking,25408.6,SUCCESS,TXN547236783,HDFC Bank,2026-07-31,2026-07-31
900493,500493,2026-06-19,UPI,14525.33,SUCCESS,TXN442863523,Kotak Mahindra Bank,2026-06-19,2026-07-25
900494,500494,2026-05-26,Cash,12798.41,SUCCESS,TXN717675194,Kotak Mahindra Bank,2026-05-26,2026-06-06
900495,500495,2024-08-04,Cash,11070.16,SUCCESS,TXN528628393,State Bank of India,2024-08-04,2024-10-30
900496,500496,2026-04-11,Wallet,52175.0,SUCCESS,TXN713461653,ICICI Bank,2026-04-11,2026-06-21
900497,500497,2026-07-28,UPI,41590.32,SUCCESS,TXN220828027,Punjab National Bank,2026-07-28,2026-07-31
900498,500498,2026-03-07,Cash,45228.77,SUCCESS,TXN982169157,Axis Bank,2026-03-07,2026-04-13
900499,500499,2024-05-11,UPI,17906.56,SUCCESS,TXN894119729,HDFC Bank,2024-05-11,2025-01-14
900500,500500,2025-02-01,Debit Card,19680.35,SUCCESS,TXN583249931,Axis Bank,2025-02-01,2025-02-24
900501,500501,2026-03-23,Wallet,383.68,SUCCESS,TXN251770634,Punjab National Bank,2026-03-23,2026-03-27
900502,500502,2026-07-21,Cash,13147.31,SUCCESS,TXN391286241,HDFC Bank,2026-07-21,2026-07-28
900503,500503,2025-07-14,UPI,19715.29,SUCCESS,TXN414064734,Punjab National Bank,2025-07-14,2026-01-27
900504,500504,2026-07-18,UPI,49311.1,SUCCESS,TXN300164147,ICICI Bank,2026-07-18,2026-07-26
900505,500505,2025-08-28,Net Banking,38589.66,SUCCESS,TXN899283454,ICICI Bank,2025-08-28,2025-09-06
900506,500506,2026-03-09,Wallet,33943.15,SUCCESS,TXN376681108,Axis Bank,2026-03-09,2026-03-16
900507,500507,2026-05-24,Net Banking,9898.47,SUCCESS,TXN659116527,Punjab National Bank,2026-05-24,2026-06-22
900508,500508,2025-03-20,Credit Card,36000.63,SUCCESS,TXN800587168,ICICI Bank,2025-03-20,2026-01-11
900509,500509,2024-06-05,Net Banking,1822.63,SUCCESS,TXN926834891,ICICI Bank,2024-06-05,2026-04-07
900510,500510,2026-07-14,Credit Card,27942.52,SUCCESS,TXN880695706,HDFC Bank,2026-07-14,2026-07-24
900511,500511,2026-07-05,Debit Card,3233.88,PENDING,TXN263162642,ICICI Bank,2026-07-05,2026-07-08
900512,500512,2025-08-17,Credit Card,36724.43,SUCCESS,TXN838066391,HDFC Bank,2025-08-17,2026-02-16
900513,500513,2024-10-01,Net Banking,3711.38,SUCCESS,TXN627685695,Axis Bank,2024-10-01,2025-02-18
900514,500514,2026-02-07,Wallet,24500.59,FAILED,TXN820844854,ICICI Bank,2026-02-07,2026-03-31
900515,500515,2026-07-06,Credit Card,9126.64,SUCCESS,TXN559084418,Axis Bank,2026-07-06,2026-07-30
900516,500516,2026-04-19,Cash,42680.23,SUCCESS,TXN663961987,Punjab National Bank,2026-04-19,2026-07-18
900517,500517,2026-06-28,Cash,27201.3,REFUNDED,TXN524784283,Punjab National Bank,2026-06-28,2026-06-30
900518,500518,2026-03-08,Debit Card,42118.29,SUCCESS,TXN595367749,ICICI Bank,2026-03-08,2026-06-24
900519,500519,2025-08-03,Wallet,20682.99,SUCCESS,TXN637577213,HDFC Bank,2025-08-03,2025-11-03
900520,500520,2026-01-22,Net Banking,12545.12,SUCCESS,TXN733846414,Punjab National Bank,2026-01-22,2026-03-14
900521,500521,2025-12-26,UPI,11115.35,SUCCESS,TXN222583664,Punjab National Bank,2025-12-26,2026-04-20
900522,500522,2025-04-29,Net Banking,37363.14,SUCCESS,TXN690929397,Axis Bank,2025-04-29,2025-05-21
900523,500523,2024-11-02,Wallet,32430.47,SUCCESS,TXN155094221,Axis Bank,2024-11-02,2025-09-13
900524,500524,2026-03-28,UPI,51598.86,SUCCESS,,State Bank of India,2026-03-28,2026-03-29
900525,500525,2026-07-15,CRYPTO,19990.06,SUCCESS,TXN610791858,Axis Bank,2026-07-15,2026-07-28
900526,500526,2026-02-23,UPI,44019.17,SUCCESS,TXN298470427,ICICI Bank,2026-02-23,2026-03-09
900527,500527,2026-06-08,UPI,16769.07,SUCCESS,TXN216917219,Axis Bank,2026-06-08,2026-06-19
900528,500528,2026-03-01,Wallet,42786.82,SUCCESS,TXN721660320,State Bank of India,2026-03-01,2026-03-10
900529,500529,2026-04-10,UPI,3613.79,SUCCESS,TXN414426733,Axis Bank,2026-04-10,2026-04-27
900530,500530,2024-09-20,UPI,15048.8,SUCCESS,TXN713500721,Punjab National Bank,2024-09-20,2026-06-26
900531,500531,2026-02-03,Cash,22094.77,SUCCESS,TXN439827006,State Bank of India,2026-02-03,2026-06-17
900532,500532,2026-07-06,Net Banking,1444.43,SUCCESS,TXN967562309,ICICI Bank,2026-07-06,2026-07-25
900533,500533,2026-04-26,Credit Card,8491.7,SUCCESS,TXN958525681,Kotak Mahindra Bank,2026-04-26,2026-06-18
900534,500534,2025-08-05,Debit Card,19752.49,SUCCESS,TXN948465967,HDFC Bank,2025-08-05,2026-01-09
900535,500535,2026-04-16,Cash,27792.82,SUCCESS,TXN131264549,ICICI Bank,2026-04-16,2026-05-10
900536,500536,2026-05-07,Credit Card,3772.24,SUCCESS,TXN773451395,Axis Bank,2026-05-07,2026-07-14
900537,500537,2025-09-16,Wallet,12327.05,SUCCESS,TXN828209159,State Bank of India,2025-09-16,2026-06-27
900538,500538,2025-05-14,Debit Card,7227.69,SUCCESS,TXN133471933,State Bank of India,2025-05-14,2025-11-22
900539,500539,2026-04-04,Debit Card,49079.86,SUCCESS,TXN857273798,State Bank of India,2026-04-04,2026-07-03
900540,500540,2026-02-22,Cash,46389.91,FAILED,TXN424611800,ICICI Bank,2026-02-22,2026-03-22
900541,500541,2025-07-07,Credit Card,16679.98,SUCCESS,TXN304238238,State Bank of India,2025-07-07,2026-03-11
900542,500542,2025-12-01,Wallet,40365.91,SUCCESS,TXN242503964,ICICI Bank,2025-12-01,2026-06-04
900543,500543,2026-07-02,Debit Card,1401.58,SUCCESS,TXN601304182,HDFC Bank,2026-07-02,2026-07-05
900544,500544,2026-04-19,Credit Card,19204.44,PENDING,TXN306744311,State Bank of India,2026-04-19,2026-05-24
900545,500545,2026-06-19,Cash,12471.92,SUCCESS,TXN651968433,HDFC Bank,2026-06-19,2026-07-02
900546,500546,2026-04-12,UPI,4076.56,SUCCESS,TXN434339109,Kotak Mahindra Bank,2026-04-12,2026-05-25
900547,500547,2025-02-09,Net Banking,20719.71,SUCCESS,TXN520817418,ICICI Bank,2025-02-09,2026-05-11
900548,500548,2026-05-16,Cash,22455.35,SUCCESS,TXN241514106,HDFC Bank,2026-05-16,2026-07-14
900549,500549,2025-07-06,Cash,3713.46,FAILED,TXN377082043,State Bank of India,2025-07-06,2026-01-22
900550,500550,2024-04-22,Net Banking,5724.55,SUCCESS,TXN221211559,State Bank of India,2024-04-22,2025-08-25
900551,500551,2026-01-01,Debit Card,10197.55,SUCCESS,TXN697161367,Punjab National Bank,2026-01-01,2026-01-19
900552,500552,2026-02-03,Net Banking,42132.74,SUCCESS,TXN170931315,State Bank of India,2026-02-03,2026-03-28
900553,500553,2024-12-26,Credit Card,8849.56,SUCCESS,TXN811474491,Punjab National Bank,2024-12-26,2025-03-15
900554,500554,2025-12-31,Net Banking,21318.65,SUCCESS,TXN289165396,State Bank of India,2025-12-31,2026-04-13
900555,500555,2025-11-27,UPI,20990.6,SUCCESS,TXN333658861,ICICI Bank,2025-11-27,2026-07-12
900556,500556,2025-08-27,Net Banking,20735.1,SUCCESS,TXN760965579,Kotak Mahindra Bank,2025-08-27,2026-04-12
900557,500557,2026-05-20,Wallet,24267.7,SUCCESS,TXN469651326,HDFC Bank,2026-05-20,2026-05-21
900558,500558,2024-10-18,UPI,27321.26,PENDING,TXN855220739,Kotak Mahindra Bank,2024-10-18,2025-10-20
900559,500559,2026-01-19,Net Banking,16171.18,SUCCESS,TXN535974242,Axis Bank,2026-01-19,2026-05-10
900560,500560,2025-07-15,Credit Card,37718.84,PENDING,TXN409743234,Punjab National Bank,2025-07-15,2025-09-17
900561,500561,2025-11-20,UPI,5396.08,SUCCESS,TXN247339141,Punjab National Bank,2025-11-20,2026-06-14
900562,500562,2026-07-01,Net Banking,2074.3,SUCCESS,TXN692759204,Axis Bank,2026-07-01,2026-07-13
900563,500563,2026-07-19,Debit Card,15231.24,SUCCESS,TXN541133739,Kotak Mahindra Bank,2026-07-19,2026-07-28
900564,500564,2025-10-27,Credit Card,48022.28,SUCCESS,TXN884030674,Punjab National Bank,2025-10-27,2026-07-23
900565,500565,2026-02-11,Credit Card,8287.88,PENDING,TXN607291015,Punjab National Bank,2026-02-11,2026-07-30
900566,500566,2025-11-23,Cash,4658.7,SUCCESS,TXN935937148,HDFC Bank,2025-11-23,2026-03-23
900567,500567,2025-12-25,Debit Card,20945.9,REFUNDED,TXN279860527,HDFC Bank,2025-12-25,2026-06-20
900568,500568,2026-04-13,Cash,22706.57,SUCCESS,TXN155426425,Punjab National Bank,2026-04-13,2026-05-20
900569,500569,2026-07-13,Debit Card,40406.16,SUCCESS,TXN242312411,Kotak Mahindra Bank,2026-07-13,2026-07-21
900570,500570,2026-05-17,Debit Card,30244.62,SUCCESS,TXN967412340,ICICI Bank,2026-05-17,2026-06-19
900571,500571,2025-09-19,Cash,10831.7,REFUNDED,TXN982319181,ICICI Bank,2025-09-19,2026-05-30
900572,500572,2025-12-28,Wallet,6605.05,SUCCESS,TXN470522239,HDFC Bank,2025-12-28,2026-06-10
900573,500573,2026-04-29,Cash,43984.82,SUCCESS,TXN350891920,Axis Bank,2026-04-29,2026-07-25
900574,500574,2025-12-13,Net Banking,16094.46,PENDING,TXN828526750,State Bank of India,2025-12-13,2026-04-27
900575,500575,2026-06-05,Debit Card,3844.39,SUCCESS,TXN459668515,State Bank of India,2026-06-05,2026-06-22
900576,500576,2026-07-18,Cash,8385.87,SUCCESS,TXN927315167,ICICI Bank,2026-07-18,2026-07-26
900577,500577,2025-08-01,Net Banking,52460.42,SUCCESS,TXN204903246,Kotak Mahindra Bank,2025-08-01,2025-09-23
900578,500578,2024-12-25,Cash,1799.5,SUCCESS,TXN805024801,ICICI Bank,2024-12-25,2025-04-28
900579,500579,2026-07-16,Credit Card,20515.23,PENDING,TXN219019007,Punjab National Bank,2026-07-16,2026-07-21
900580,500580,2026-06-07,Wallet,37681.59,SUCCESS,TXN816807711,State Bank of India,2026-06-07,2026-06-23
900581,500581,2026-07-16,Credit Card,35055.62,SUCCESS,TXN573063629,HDFC Bank,2026-07-16,2026-07-31
900582,500582,2025-09-30,Credit Card,24785.89,SUCCESS,TXN759241286,Punjab National Bank,2025-09-30,2025-11-23
900583,500583,2025-12-08,UPI,19964.24,SUCCESS,TXN634402789,ICICI Bank,2025-12-08,2026-05-24
900584,500584,2026-07-01,UPI,14820.89,PENDING,TXN653388287,Punjab National Bank,2026-07-01,2026-07-31
900585,500585,2025-07-18,UPI,1800.53,SUCCESS,TXN512771985,Punjab National Bank,2025-07-18,2026-03-21
900586,500586,2026-07-24,UPI,29545.43,SUCCESS,TXN492297332,Kotak Mahindra Bank,2026-07-24,2026-07-29
900587,500587,2026-07-20,Wallet,11412.92,SUCCESS,TXN305088080,State Bank of India,2026-07-20,2026-07-31
900588,500588,2026-04-29,Credit Card,7207.39,SUCCESS,TXN138330751,ICICI Bank,2026-04-29,2026-05-02
900589,500589,2026-07-30,Net Banking,192.88,SUCCESS,TXN117629000,HDFC Bank,2026-07-30,2026-07-31
900590,500590,2025-05-30,Wallet,36295.84,SUCCESS,TXN676128415,ICICI Bank,2025-05-30,2026-06-13
900591,500591,2026-07-27,Cash,37380.11,SUCCESS,TXN149179197,ICICI Bank,2026-07-27,2026-07-28
900592,500592,2026-07-10,Cash,38200.12,SUCCESS,TXN168673962,HDFC Bank,2026-07-10,2026-07-13
900593,500593,2026-07-29,Net Banking,32284.49,SUCCESS,TXN448144622,HDFC Bank,2026-07-29,2026-07-31
900594,500594,2026-03-09,UPI,6726.53,SUCCESS,TXN229649486,State Bank of India,2026-03-09,2026-04-14
900595,500595,2027-12-21 00:00:00,UPI,44574.28,SUCCESS,TXN949385932,Punjab National Bank,2025-12-09,2026-05-14
900596,500596,2025-02-07,Net Banking,28687.42,SUCCESS,TXN844643743,Axis Bank,2025-02-07,2025-06-16
900597,500597,2024-10-30,Cash,37158.22,SUCCESS,TXN293274031,Punjab National Bank,2024-10-30,2026-03-25
900598,500598,2025-06-19,UPI,32030.62,SUCCESS,TXN669296859,HDFC Bank,2025-06-19,2026-05-01
900599,500599,2026-07-11,UPI,2170.43,SUCCESS,TXN308004185,HDFC Bank,2026-07-11,2026-07-15
900600,500600,2026-05-21,Debit Card,40970.51,SUCCESS,TXN406085699,ICICI Bank,2026-05-21,2026-07-15
900601,500601,2026-06-11,Credit Card,12662.78,SUCCESS,TXN269700183,HDFC Bank,2026-06-11,2026-07-12
900602,500602,2026-07-27,Debit Card,5166.56,SUCCESS,TXN347028515,HDFC Bank,2026-07-27,2026-07-29
900603,500603,2025-12-04,Net Banking,3459.41,SUCCESS,TXN158346438,Axis Bank,2025-12-04,2026-01-10
900604,500604,2025-10-20,Debit Card,20668.47,SUCCESS,TXN317122293,State Bank of India,2025-10-20,2025-12-24
900605,500605,2026-04-27,Debit Card,43917.07,SUCCESS,TXN336065965,State Bank of India,2026-04-27,2026-07-13
900606,500606,2024-10-23,UPI,16125.2,SUCCESS,TXN542055365,Kotak Mahindra Bank,2024-10-23,2026-03-07
900607,500607,2026-06-20,Credit Card,27636.95,SUCCESS,TXN366106987,State Bank of India,2026-06-20,2026-07-17
900608,500608,2026-03-26,UPI,16238.3,SUCCESS,TXN605359412,Punjab National Bank,2026-03-26,2026-04-03
900609,500609,2026-06-21,Cash,45747.29,SUCCESS,TXN908612091,HDFC Bank,2026-06-21,2026-07-17
900610,500610,2025-11-27,Credit Card,17871.65,SUCCESS,TXN855167444,Axis Bank,2025-11-27,2026-07-04
900611,500611,2025-07-11,Debit Card,54111.27,SUCCESS,TXN773033141,Axis Bank,2025-07-11,2026-07-06
900612,500612,2025-06-23,Debit Card,47073.68,SUCCESS,TXN849530830,Kotak Mahindra Bank,2025-06-23,2026-03-27
900613,500613,2026-06-20,Wallet,50836.56,PENDING,TXN490831844,HDFC Bank,2026-06-20,2026-06-27
900614,500614,2026-07-13,Wallet,45993.93,SUCCESS,TXN930620382,ICICI Bank,2026-07-13,2026-07-17
900615,500615,2026-07-12,Credit Card,35348.19,SUCCESS,TXN908713884,Punjab National Bank,2026-07-12,2026-07-19
900616,500616,2026-04-24,Net Banking,26603.71,SUCCESS,TXN638427940,Kotak Mahindra Bank,2026-04-24,2026-05-09
900617,500617,2026-07-15,Wallet,21343.31,SUCCESS,TXN968437953,HDFC Bank,2026-07-15,2026-07-21
900618,500618,2025-06-15,Credit Card,32039.88,FAILED,TXN396291256,HDFC Bank,2025-06-15,2026-06-06
900619,500619,2026-07-10,Credit Card,14902.3,SUCCESS,TXN608851530,State Bank of India,2026-07-10,2026-07-23
900620,500620,2026-04-21,Wallet,9366.06,SUCCESS,TXN460645578,Axis Bank,2026-04-21,2026-07-04
900621,500621,2025-04-12,Net Banking,27195.53,SUCCESS,TXN426505925,Kotak Mahindra Bank,2025-04-12,2025-06-18
900622,500622,2026-07-30,UPI,19732.72,SUCCESS,TXN259277073,State Bank of India,2026-07-30,2026-07-31
900623,500623,2026-07-28,Wallet,14165.84,REFUNDED,TXN815494270,ICICI Bank,2026-07-28,2026-07-29
900624,500624,2025-08-21,Wallet,33554.18,SUCCESS,TXN137247123,Punjab National Bank,2025-08-21,2026-01-30
900625,500625,2024-03-31,Net Banking,19676.36,SUCCESS,TXN636244827,ICICI Bank,2024-03-31,2025-07-13
900626,500626,2025-05-08,Net Banking,3071.65,SUCCESS,TXN411199562,Kotak Mahindra Bank,2025-05-08,2026-04-14
900627,500627,2025-04-06,Credit Card,9149.61,SUCCESS,TXN828005909,Kotak Mahindra Bank,2025-04-06,2025-06-04
900628,500628,2026-02-18,Cash,7916.12,SUCCESS,TXN665254032,ICICI Bank,2026-02-18,2026-04-30
900629,500629,2026-01-09,Credit Card,39556.82,REFUNDED,TXN626633172,State Bank of India,2026-01-09,2026-06-12
900630,500630,2025-11-13,Net Banking,27448.95,SUCCESS,TXN500324401,HDFC Bank,2025-11-13,2026-04-07
900631,500631,2026-04-07,Net Banking,10581.24,PENDING,TXN409918418,ICICI Bank,2026-04-07,2026-07-19
900632,500632,2025-06-08,Credit Card,37873.37,SUCCESS,TXN425591954,Axis Bank,2025-06-08,2026-03-03
900633,500633,2026-07-29,Debit Card,17983.05,SUCCESS,TXN545081036,ICICI Bank,2026-07-29,2026-07-31
900634,500634,2028-05-21 00:00:00,UPI,30529.5,SUCCESS,TXN983473934,State Bank of India,2025-08-09,2026-06-04
900635,500635,2026-05-29,UPI,8093.63,SUCCESS,TXN802026333,Punjab National Bank,2026-05-29,2026-07-04
900636,500636,2026-05-14,Cash,29757.9,SUCCESS,TXN900544937,State Bank of India,2026-05-14,2026-07-27
900637,500637,2025-09-18,Cash,4897.01,SUCCESS,TXN887006874,Kotak Mahindra Bank,2025-09-18,2025-09-26
900638,500638,2024-12-04,UPI,23866.27,SUCCESS,TXN392777562,State Bank of India,2024-12-04,2026-02-06
900639,500639,2025-07-17,Wallet,9179.35,SUCCESS,TXN296760502,HDFC Bank,2025-07-17,2026-05-19
900640,500640,2026-07-13,Wallet,14729.49,SUCCESS,TXN839106580,State Bank of India,2026-07-13,2026-07-16
900641,500641,2026-01-31,Debit Card,27608.21,SUCCESS,TXN275051213,HDFC Bank,2026-01-31,2026-03-27
900642,500642,2026-05-05,Cash,11333.78,SUCCESS,TXN865091650,Kotak Mahindra Bank,2026-05-05,2026-05-19
900643,500643,2026-01-25,Credit Card,35253.36,SUCCESS,TXN977288628,Axis Bank,2026-01-25,2026-06-26
900644,500644,2026-04-28,Wallet,41295.0,SUCCESS,TXN252857173,Punjab National Bank,2026-04-28,2026-05-27
900645,500645,2024-09-03,Net Banking,43459.86,SUCCESS,TXN913181224,Axis Bank,2024-09-03,2024-10-16
900646,500646,2024-06-21,UPI,8722.6,PENDING,TXN423889716,Punjab National Bank,2024-06-21,2024-07-01
900647,500647,2025-09-05,UPI,14717.69,SUCCESS,TXN197473548,ICICI Bank,2025-09-05,2026-01-25
900648,500648,2026-06-16,UPI,33871.78,SUCCESS,TXN206413916,Kotak Mahindra Bank,2026-06-16,2026-06-16
900649,500649,2026-07-10,UPI,20519.8,SUCCESS,TXN329797269,Kotak Mahindra Bank,2026-07-10,2026-07-25
900650,500650,2026-06-25,Net Banking,38310.01,SUCCESS,TXN330074958,Kotak Mahindra Bank,2026-06-25,2026-07-09
900651,500651,2025-05-11,Wallet,52332.11,SUCCESS,TXN409528911,Kotak Mahindra Bank,2025-05-11,2026-05-15
900652,500652,2026-06-12,Credit Card,42613.68,SUCCESS,TXN694762662,Axis Bank,2026-06-12,2026-06-30
900653,500653,2026-03-02,Credit Card,12436.98,PENDING,TXN113728694,Punjab National Bank,2026-03-02,2026-07-05
900654,500654,2026-06-04,Cash,49141.03,SUCCESS,TXN209223328,Punjab National Bank,2026-06-04,2026-07-31
900655,500655,2026-02-15,Credit Card,5513.75,REFUNDED,TXN999912828,Axis Bank,2026-02-15,2026-06-22
900656,500656,2025-02-14,Debit Card,3433.53,SUCCESS,TXN610914579,Punjab National Bank,2025-02-14,2026-04-04
900657,500657,2024-12-14,Wallet,31420.38,SUCCESS,TXN244534648,HDFC Bank,2024-12-14,2025-03-25
900658,500658,2025-03-21,Credit Card,9119.02,SUCCESS,TXN425078141,Kotak Mahindra Bank,2025-03-21,2026-02-03
900659,500659,2026-07-27,Net Banking,30020.44,SUCCESS,TXN626402312,Kotak Mahindra Bank,2026-07-27,2026-07-29
900660,500660,2026-03-16,Net Banking,32141.65,REFUNDED,TXN583307859,State Bank of India,2026-03-16,2026-06-20
900661,500661,2024-09-27,Net Banking,21412.01,PENDING,TXN562440328,ICICI Bank,2024-09-27,2025-08-12
900662,500662,2026-04-28,Net Banking,43419.48,SUCCESS,TXN611005607,Kotak Mahindra Bank,2026-04-28,2026-05-18
900663,500663,2025-09-16,Debit Card,11931.48,SUCCESS,TXN165953495,HDFC Bank,2025-09-16,2026-07-15
900664,500664,2026-01-13,Net Banking,28244.94,PENDING,TXN204528821,Axis Bank,2026-01-13,2026-04-11
900665,500665,2025-05-14,Wallet,23936.06,SUCCESS,TXN170330343,State Bank of India,2025-05-14,2025-07-11
900666,500666,2026-02-04,Debit Card,42274.62,SUCCESS,TXN121906773,Punjab National Bank,2026-02-04,2026-06-04
900667,500667,2024-11-27,Wallet,37111.39,SUCCESS,TXN824895234,ICICI Bank,2024-11-27,2025-11-06
900668,500668,2025-05-18,Net Banking,6089.11,FAILED,TXN782303013,HDFC Bank,2025-05-18,2026-07-22
900669,500669,2026-07-12,Wallet,10066.18,SUCCESS,TXN198738972,Punjab National Bank,2026-07-12,2026-07-30
900670,500670,2024-08-14,Wallet,42021.55,SUCCESS,TXN984482965,State Bank of India,2024-08-14,2026-01-12
900671,500671,2026-04-01,Wallet,12158.76,SUCCESS,TXN919739832,Kotak Mahindra Bank,2026-04-01,2026-04-24
900672,500672,2026-07-12,Net Banking,36035.31,SUCCESS,TXN387694035,Punjab National Bank,2026-07-12,2026-07-29
900673,500673,2025-08-29,Debit Card,21500.92,SUCCESS,TXN596591297,ICICI Bank,2025-08-29,2025-12-30
900674,500674,2024-07-18,Wallet,36704.14,SUCCESS,TXN318568778,Axis Bank,2024-07-18,2025-04-17
900675,500675,2025-02-23,UPI,43327.25,SUCCESS,TXN363696611,State Bank of India,2025-02-23,2026-06-13
900676,500676,2025-05-14,Debit Card,53808.31,SUCCESS,TXN947901530,State Bank of India,2025-05-14,2026-04-16
900677,500677,2026-07-22,UPI,45297.98,SUCCESS,TXN437052680,Kotak Mahindra Bank,2026-07-22,2026-07-26
900678,500678,2026-05-15,Credit Card,27590.81,SUCCESS,TXN353447260,HDFC Bank,2026-05-15,2026-07-27
900679,500679,2026-02-27,Net Banking,17101.42,PENDING,TXN196903897,ICICI Bank,2026-02-27,2026-07-30
900680,500680,2025-09-12,Net Banking,25338.39,SUCCESS,TXN334084722,ICICI Bank,2025-09-12,2025-11-05
900681,500681,2025-05-23,Wallet,7322.81,SUCCESS,TXN221291327,State Bank of India,2025-05-23,2026-02-26
900682,500682,2026-03-10,Debit Card,36013.09,SUCCESS,TXN981934350,State Bank of India,2026-03-10,2026-03-15
900683,500683,2026-06-13,Credit Card,12193.74,SUCCESS,TXN371638319,Kotak Mahindra Bank,2026-06-13,2026-07-07
900684,500684,2026-03-31,Net Banking,6332.98,SUCCESS,TXN108446160,Axis Bank,2026-03-31,2026-07-27
900685,500685,2024-11-06,Net Banking,9903.82,SUCCESS,TXN777909802,State Bank of India,2024-11-06,2025-12-27
900686,500686,2026-06-10,Wallet,15995.83,SUCCESS,TXN553512034,HDFC Bank,2026-06-10,2026-06-20
900687,500687,2026-07-01,Wallet,6719.58,SUCCESS,TXN129367792,HDFC Bank,2026-07-01,2026-07-21
900688,500688,2026-07-05,Cash,26405.71,SUCCESS,TXN188295994,HDFC Bank,2026-07-05,2026-07-10
900689,500689,2026-03-29,Debit Card,15956.37,SUCCESS,TXN584783589,Axis Bank,2026-03-29,2026-07-18
900690,500690,2025-11-28,Debit Card,43812.61,SUCCESS,TXN295302103,Axis Bank,2025-11-28,2026-07-10
900691,500691,2026-01-21,Wallet,40878.39,SUCCESS,TXN345572533,HDFC Bank,2026-01-21,2026-05-19
900692,500692,2026-02-08,Debit Card,52998.13,SUCCESS,TXN282668050,Kotak Mahindra Bank,2026-02-08,2026-03-10
900693,500693,2026-03-16,Wallet,24031.14,SUCCESS,TXN318125679,ICICI Bank,2026-03-16,2026-05-23
900694,500694,2025-06-23,Wallet,39921.37,REFUNDED,TXN827125778,ICICI Bank,2025-06-23,2026-01-23
900695,500695,2025-09-26,Debit Card,7271.15,SUCCESS,TXN725887408,Punjab National Bank,2025-09-26,2026-05-18
900696,500696,2026-02-17,Wallet,11824.84,SUCCESS,TXN554505193,Punjab National Bank,2026-02-17,2026-07-19
900697,500697,2026-07-02,UPI,23799.67,PENDING,TXN372362005,Kotak Mahindra Bank,2026-07-02,2026-07-21
900698,500698,2025-07-20,Debit Card,15859.03,SUCCESS,TXN282392760,Kotak Mahindra Bank,2025-07-20,2026-03-29
900699,500699,2024-06-09,Debit Card,18194.04,SUCCESS,TXN147418754,ICICI Bank,2024-06-09,2025-11-02
