Order Detail ID,Order ID,Product ID,Quantity,Unit Price,Discount %,Discount Amount,Tax %,Tax Amount,Line Total,Created Date,Updated Date
ORDDET801624,ORD500542,PROD01017,5,51856.46,15,38892.34,28,61709.19,282099.15,2024-06-21,2026-01-01
ORDDET801625,ORD500543,PROD01138,4,69532.85,15,41719.71,12,28369.4,264781.09,2026-06-27,2026-07-21
ORDDET801626,ORD500543,PROD01050,3,2611.12,15,1175.0,28,1864.34,8522.7,2026-06-27,2026-07-15
ORDDET801627,ORD500543,PROD01033,3,5723.56,20,3434.14,12,1648.38,15384.92,2026-06-27,2026-07-31
ORDDET801628,ORD500543,PROD01035,4,5674.89,5,1134.98,18,3881.62,25446.2,2026-06-27,2026-07-19
ORDDET801629,ORD500544,PROD01108,2,84315.66,20,33726.26,18,24282.91,159187.97,2025-11-06,2026-05-14
ORDDET801630,ORD500544,PROD01030,2,1047.17,10,209.43,18,339.28,2224.19,2025-11-06,2025-12-13
ORDDET801631,ORD500544,PROD01128,4,-642.23,5,128.45,5,122.02,2562.49,2025-11-06,2026-01-04
ORDDET801632,ORD500544,PROD01063,2,56767.46,15,17030.24,0,0.0,96504.68,2025-11-06,2026-03-02
ORDDET801633,ORD500544,PROD01041,3,3289.71,15,1480.37,28,2348.85,10737.61,2025-11-06,2026-04-13
ORDDET801634,ORD500545,PROD01121,4,1417.25,15,850.35,0,0.0,4818.65,2025-08-05,2025-12-25
ORDDET801635,ORD500545,PROD01186,4,92459.97,0,0.0,5,18491.99,388331.87,2025-08-05,2026-07-27
ORDDET801636,ORD500545,PROD01015,2,802.08,15,240.62,28,381.79,1745.33,2025-08-05,2025-09-08
ORDDET801637,ORD500545,PROD01124,4,4880.58,10,1952.23,12,2108.41,19678.5,2025-08-05,2026-05-06
ORDDET801638,ORD500546,PROD01062,1,143.32,20,28.66,12,13.76,128.42,2026-02-28,2026-07-05
ORDDET801639,ORD500546,PROD01035,1,5674.89,15,851.23,18,868.26,5691.92,2026-02-28,2026-04-16
ORDDET801640,ORD500547,PROD01118,4,965.04,20,772.03,28,864.68,3952.81,2024-11-13,2024-12-25
ORDDET801641,ORD500547,PROD01078,1,1168.71,20,233.74,18,168.29,1103.26,2024-11-13,2024-11-27
ORDDET801642,ORD500548,PROD01130,1,73920.48,15,11088.07,5,3141.62,65974.03,2025-09-20,2026-04-02
ORDDET801643,ORD500548,PROD01032,4,4914.53,0,0.0,28,5504.27,25162.39,2025-09-20,2026-05-03
ORDDET801644,ORD500549,PROD01055,1,1777.73,0,0.0,18,319.99,2097.72,2025-04-24,2026-04-09
ORDDET801645,ORD500549,PROD01017,3,51856.46,10,15556.94,28,39203.48,179215.92,2025-04-24,2025-05-13
ORDDET801646,ORD500549,PROD01174,4,30396.85,20,24317.48,18,17508.59,114778.51,2025-04-24,2025-06-24
ORDDET801647,ORD500550,PROD01030,5,1047.17,15,785.38,18,801.08,5251.55,2024-02-16,2024-12-01
ORDDET801648,ORD500550,PROD01094,3,838.87,10,251.66,18,407.69,2672.64,2024-02-16,2025-11-28
ORDDET801649,ORD500550,PROD01089,2,631.23,10,126.25,0,0.0,1136.21,2024-02-16,2025-11-29
ORDDET801650,ORD500550,PROD01169,1,779.25,15,116.89,18,119.22,781.58,2024-02-16,2026-05-20
ORDDET801651,ORD500551,PROD01089,2,631.23,10,126.25,0,0.0,1136.21,2025-11-08,2026-02-22
ORDDET801652,ORD500551,PROD01024,4,1136.0,15,681.6,12,463.49,4325.89,2025-11-08,2026-05-13
ORDDET801653,ORD500551,PROD01074,2,1465.09,20,586.04,5,117.21,2461.35,2025-11-08,2026-02-15
ORDDET801654,ORD500551,PROD01109,4,62124.95,10,24849.98,12,26837.98,250487.8,2025-11-08,2026-04-14
ORDDET801655,ORD500552,PROD01154,4,3481.03,0,0.0,18,2506.34,16430.46,2024-09-28,2025-04-20
ORDDET801656,ORD500552,PROD01159,2,379.65,15,113.9,0,0.0,645.4,2024-09-28,2024-10-22
ORDDET801657,ORD500552,PROD01058,5,34361.58,5,8590.4,18,29379.15,192596.65,2024-09-28,2026-07-16
ORDDET801658,ORD500552,PROD01013,2,259.33,15,77.8,5,22.04,462.9,2024-09-28,2025-08-17
ORDDET801659,ORD500552,PROD01010,1,26472.0,0,0.0,28,7412.16,33884.16,2024-09-28,2024-12-24
ORDDET801660,ORD500553,PROD01007,2,770.72,5,77.07,28,410.02,1874.39,2024-04-29,2024-12-03
ORDDET801661,ORD500553,PROD01136,4,30368.48,15,18221.09,0,0.0,103252.83,2024-04-29,2025-04-10
ORDDET801662,ORD500553,PROD01021,2,1625.22,5,162.52,0,0.0,3087.92,2024-04-29,2025-06-28
ORDDET801663,ORD500554,PROD01174,2,30396.85,0,0.0,18,10942.87,71736.57,2025-12-07,2026-05-25
ORDDET801664,ORD500554,PROD01116,4,1715.37,15,1029.22,12,699.87,6532.13,2025-12-07,2026-04-08
ORDDET801665,ORD500554,PROD01178,5,902.81,20,902.81,0,0.0,3611.24,2025-12-07,2026-01-22
ORDDET801666,ORD500555,PROD01081,1,49409.14,10,4940.91,28,12451.1,56919.33,2025-10-27,2025-12-01
ORDDET801667,ORD500555,PROD01030,2,1047.17,10,209.43,18,339.28,2224.19,2025-10-27,2026-03-25
ORDDET801668,ORD500555,PROD01122,1,12283.11,20,2456.62,0,0.0,9826.49,2025-10-27,2026-05-28
ORDDET801669,ORD500556,PROD01119,4,73453.92,10,29381.57,0,0.0,264434.11,2025-03-31,2026-07-07
ORDDET801670,ORD500557,PROD01177,1,1145.11,10,114.51,18,185.51,1216.11,2025-03-01,2026-06-13
ORDDET801671,ORD500557,PROD01098,1,1613.19,20,322.64,12,154.87,1445.42,2025-03-01,2025-03-20
ORDDET801672,ORD500557,PROD01173,3,2229.41,15,1003.23,0,0.0,5685.0,2025-03-01,2026-02-07
ORDDET801673,ORD500558,PROD01119,3,73453.92,10,22036.18,0,0.0,198325.58,2024-08-25,2026-03-13
ORDDET801674,ORD500558,PROD01003,3,2726.38,20,1635.83,18,1177.8,7721.11,2024-08-25,2024-12-19
ORDDET801675,ORD500559,PROD01044,2,1829.09,20,731.64,12,351.18,3277.72,2024-01-22,2026-04-21
ORDDET801676,ORD500560,PROD01124,5,4880.58,0,0.0,12,2928.35,27331.25,2024-05-14,2024-10-20
ORDDET801677,ORD500560,PROD01081,1,49409.14,20,9881.83,28,11067.65,50594.96,2024-05-14,2024-09-15
ORDDET801678,ORD500560,PROD01119,1,73453.92,0,0.0,0,0.0,73453.92,2024-05-14,2025-07-31
ORDDET801679,ORD500561,PROD01093,2,875.79,15,262.74,12,178.66,1667.5,2025-09-12,2025-12-22
ORDDET801680,ORD500561,PROD01066,5,-2196.7,0,0.0,0,0.0,10983.5,2025-09-12,2026-04-26
ORDDET801681,ORD500561,PROD01002,5,1586.23,20,1586.23,0,0.0,6344.92,2025-09-12,2025-12-17
ORDDET801682,ORD500561,PROD01097,2,1192.35,5,119.24,12,271.86,2537.32,2025-09-12,2026-04-02
ORDDET801683,ORD500561,PROD01044,4,1829.09,10,731.64,12,790.17,7374.89,2025-09-12,2026-03-07
ORDDET801684,ORD500562,PROD01160,1,73237.3,0,0.0,18,13182.71,86420.01,2026-05-30,2026-06-03
ORDDET801685,ORD500562,PROD01173,4,2229.41,0,0.0,0,0.0,8917.64,2026-05-30,2026-07-31
ORDDET801686,ORD500563,PROD01122,1,12283.11,20,2456.62,0,0.0,9826.49,2026-06-17,2026-07-03
ORDDET801687,ORD500563,PROD01177,3,1145.11,15,515.3,18,525.61,3445.64,2026-06-17,2026-07-07
ORDDET801688,ORD500563,PROD01118,4,965.04,15,579.02,28,918.72,4199.86,2026-06-17,2026-07-16
ORDDET801689,ORD500563,PROD01053,4,1397.31,15,838.39,0,0.0,4750.85,2026-06-17,2026-06-26
ORDDET801690,ORD500563,PROD01027,3,5986.52,15,2693.93,28,4274.38,19540.01,2026-06-17,2026-07-27
ORDDET801691,ORD500564,PROD01001,5,707.06,5,176.76,0,0.0,3358.54,2025-09-17,2026-01-06
ORDDET801692,ORD500564,PROD01034,4,2383.29,5,476.66,0,0.0,9056.5,2025-09-17,2026-02-19
ORDDET801693,ORD500565,PROD01130,4,73920.48,15,44352.29,5,12566.48,263896.11,2026-01-20,2026-03-01
ORDDET801694,ORD500565,PROD01029,4,38172.05,20,30537.64,0,0.0,122150.56,2026-01-20,2026-04-04
ORDDET801695,ORD500565,PROD01174,3,30396.85,5,4559.53,18,15593.58,102224.6,2026-01-20,2026-04-16
ORDDET801696,ORD500565,PROD01054,3,1874.14,10,562.24,28,1416.85,6477.03,2026-01-20,2026-07-24
ORDDET801697,ORD500566,PROD01002,4,1586.23,10,634.49,0,0.0,5710.43,2025-06-01,2025-12-31
ORDDET801698,ORD500567,PROD01042,3,1594.84,20,956.9,5,191.38,4019.0,2025-02-27,2026-02-10
ORDDET801699,ORD500567,PROD01049,5,1084.0,5,271.0,28,1441.72,6590.72,2025-02-27,2025-10-27
ORDDET801700,ORD500567,PROD01161,1,1439.47,15,215.92,18,220.24,1443.79,2025-02-27,2025-07-28
ORDDET801701,ORD500567,PROD01172,3,13647.81,0,0.0,5,2047.17,42990.6,2025-02-27,2026-06-02
ORDDET801702,ORD500568,PROD01113,4,83230.43,5,16646.09,5,15813.78,332089.41,2026-03-01,2026-04-27
ORDDET801703,ORD500569,PROD01029,3,38172.05,15,17177.42,0,0.0,97338.73,2026-06-26,2026-07-16
ORDDET801704,ORD500569,PROD01051,5,1258.48,20,1258.48,5,251.7,5285.62,2026-06-26,2026-07-03
ORDDET801705,ORD500569,PROD01163,2,1060.78,15,318.23,28,504.93,2308.26,2026-06-26,2026-07-23
ORDDET801706,ORD500570,PROD01030,4,1047.17,0,0.0,18,753.96,4942.64,2025-10-01,2026-04-07
ORDDET801707,ORD500571,PROD01002,4,1586.23,10,634.49,0,0.0,5710.43,2025-07-07,2025-08-31
ORDDET801708,ORD500571,PROD01058,5,34361.58,5,8590.4,18,29379.15,192596.65,2025-07-07,2025-12-19
ORDDET801709,ORD500571,PROD01079,3,359.65,15,161.84,18,165.08,1082.19,2025-07-07,2026-04-14
ORDDET801710,ORD500571,PROD01035,1,5674.89,10,567.49,18,919.33,6026.73,2025-07-07,2025-12-19
ORDDET801711,ORD500571,PROD01189,2,1264.24,15,379.27,0,0.0,2149.21,2025-07-07,2025-08-08
ORDDET801712,ORD500572,PROD01134,3,612.18,10,183.65,18,297.52,1950.41,2025-03-08,2025-08-28
ORDDET801713,ORD500573,PROD01181,4,9153.85,5,1830.77,18,6261.23,41045.86,2025-04-09,2026-01-14
ORDDET801714,ORD500573,PROD01039,3,3388.56,5,508.28,0,0.0,9657.4,2025-04-09,2025-08-09
ORDDET801715,ORD500573,PROD01010,4,26472.0,0,0.0,28,29648.64,135536.64,2025-04-09,2025-04-30
ORDDET801716,ORD500573,PROD01027,3,5986.52,15,2693.93,28,4274.38,19540.01,2025-04-09,2026-05-01
ORDDET801717,ORD500574,PROD01200,5,2012.78,0,0.0,0,0.0,10063.9,2024-09-10,2024-10-21
ORDDET801718,ORD500574,PROD01036,1,91027.0,20,18205.4,18,13107.89,-100.0,2024-09-10,2025-09-21
ORDDET801719,ORD500574,PROD01154,5,3481.03,10,1740.52,18,2819.63,18484.26,2024-09-10,2025-06-09
ORDDET801720,ORD500574,PROD01178,3,902.81,5,135.42,0,0.0,2573.01,2024-09-10,2025-08-10
ORDDET801721,ORD500575,PROD01040,4,27280.17,5,5456.03,18,18659.64,122324.29,2024-08-07,2025-02-12
ORDDET801722,ORD500575,PROD01100,5,1656.12,10,828.06,28,2086.71,9539.25,2024-08-07,2026-07-14
ORDDET801723,ORD500575,PROD01200,2,2012.78,20,805.11,0,0.0,3220.45,2024-08-07,2025-04-22
ORDDET801724,ORD500575,PROD01141,2,20810.87,15,6243.26,12,4245.42,39623.9,2024-08-07,2025-09-08
ORDDET801725,ORD500575,PROD01120,4,35528.52,20,28422.82,18,20464.43,134155.69,2024-08-07,2026-04-10
ORDDET801726,ORD500576,PROD01058,1,34361.58,20,6872.32,18,4948.07,32437.33,2026-04-23,2026-04-29
ORDDET801727,ORD500577,PROD01066,2,2196.7,0,0.0,0,0.0,4393.4,2025-07-26,2025-08-22
ORDDET801728,ORD500577,PROD01158,3,1092.39,15,491.58,18,501.41,3287.0,2025-07-26,2026-06-25
ORDDET801729,ORD500577,PROD01194,2,101952.94,0,0.0,0,0.0,203905.88,2025-07-26,2026-06-16
ORDDET801730,ORD500577,PROD01060,1,25310.71,0,0.0,28,7087.0,32397.71,2025-07-26,2025-09-08
ORDDET801731,ORD500577,PROD01104,1,36200.22,20,7240.04,28,8108.85,37069.03,2025-07-26,2026-03-28
ORDDET801732,ORD500578,PROD01128,4,642.23,15,385.34,5,109.18,2292.76,2024-10-28,2026-02-16
ORDDET801733,ORD500579,PROD01026,3,22573.83,15,10158.22,28,16117.72,73680.99,2026-06-10,2026-06-22
ORDDET801734,ORD500579,PROD01081,4,49409.14,0,0.0,28,55338.24,252974.8,2026-06-10,2026-07-21
ORDDET801735,ORD500579,PROD01127,2,1959.22,0,0.0,18,705.32,4623.76,2026-06-10,2026-06-28
ORDDET801736,ORD500580,PROD01148,5,1732.91,20,1732.91,0,0.0,6931.64,2026-02-18,2026-03-27
ORDDET801737,ORD500580,PROD01011,3,48348.72,10,14504.62,18,23497.48,154039.02,2026-02-18,2026-03-27
ORDDET801738,ORD500580,PROD01044,4,1829.09,0,0.0,12,877.96,8194.32,2026-02-18,2026-07-22
ORDDET801739,ORD500581,PROD01074,2,1465.09,0,0.0,5,146.51,3076.69,2026-06-30,2026-07-21
ORDDET801740,ORD500581,PROD01053,2,1397.31,20,558.92,0,0.0,2235.7,2026-06-30,2026-07-08
ORDDET801741,ORD500581,PROD01167,1,36499.94,20,7299.99,5,1460.0,30659.95,2026-06-30,2026-07-02
ORDDET801742,ORD500581,PROD01094,2,838.87,10,167.77,18,271.79,1781.76,2026-06-30,2026-07-31
ORDDET801743,ORD500581,PROD01181,4,9153.85,5,1830.77,18,6261.23,41045.86,2026-06-30,2026-07-22
ORDDET801744,ORD500582,PROD01108,2,84315.66,0,0.0,18,30353.64,198984.96,2024-07-16,2025-12-14
ORDDET801745,ORD500582,PROD01021,4,1625.22,10,650.09,0,0.0,5850.79,2024-07-16,2025-02-15
ORDDET801746,ORD500583,PROD01198,2,577.37,5,57.74,0,0.0,1097.0,2024-09-08,2024-11-20
ORDDET801747,ORD500584,PROD01164,5,744.78,10,372.39,0,0.0,3351.51,2024-11-20,2025-11-06
ORDDET801748,ORD500585,PROD01097,5,1192.35,0,0.0,12,715.41,6677.16,2024-11-29,2026-04-16
ORDDET801749,ORD500585,PROD01190,4,1326.79,20,1061.43,0,0.0,4245.73,2024-11-29,2025-03-09
ORDDET801750,ORD500585,PROD01144,1,27868.24,15,4180.24,0,0.0,23688.0,2024-11-29,2025-01-07
ORDDET801751,ORD500585,PROD01167,2,36499.94,0,0.0,5,3649.99,76649.87,2024-11-29,2026-03-09
ORDDET801752,ORD500585,PROD01173,5,2229.41,15,1672.06,0,0.0,9474.99,2024-11-29,2025-07-08
ORDDET801753,ORD500586,PROD01071,5,19636.51,15,14727.38,12,10014.62,93469.79,2026-02-09,2026-02-26
ORDDET801754,ORD500587,PROD01001,3,707.06,20,424.24,0,0.0,1696.94,2026-06-26,2026-07-03
ORDDET801755,ORD500588,PROD01153,5,1637.92,10,818.96,0,0.0,7370.64,2026-03-12,2026-06-29
ORDDET801756,ORD500588,PROD01100,1,1656.12,15,248.42,28,394.16,1801.86,2026-03-12,2026-04-26
ORDDET801757,ORD500588,PROD01195,4,37705.83,5,7541.17,28,40119.0,183401.15,2026-03-12,2026-07-03
ORDDET801758,ORD500589,PROD01094,5,838.87,0,0.0,18,754.98,4949.33,2025-10-30,2026-06-11
ORDDET801759,ORD500589,PROD01139,3,1202.19,20,721.31,12,346.23,3231.49,2025-10-30,2025-12-23
ORDDET801760,ORD500589,PROD01131,1,105767.02,10,10576.7,28,26653.29,121843.61,2025-10-30,2026-05-01
ORDDET801761,ORD500589,PROD01187,1,229.48,5,11.47,28,61.04,279.05,2025-10-30,2025-12-13
ORDDET801762,ORD500589,PROD01031,3,291.53,15,131.19,28,208.15,951.55,2025-10-30,2025-12-03
ORDDET801763,ORD500590,PROD01019,2,11527.57,10,2305.51,5,1037.48,21787.11,2024-02-16,2024-07-01
ORDDET801764,ORD500590,PROD01064,5,2678.27,10,1339.14,28,3374.62,15426.83,2024-02-16,2025-10-07
ORDDET801765,ORD500591,PROD01154,2,3481.03,5,348.1,18,1190.51,7804.47,2026-04-01,2026-06-24
ORDDET801766,ORD500591,PROD01099,5,2964.33,0,0.0,28,4150.06,18971.71,2026-04-01,2026-04-19
ORDDET801767,ORD500591,PROD01127,1,1959.22,20,391.84,18,282.13,1849.51,2026-04-01,2026-04-22
ORDDET801768,ORD500591,PROD01057,3,6203.66,15,2791.65,5,790.97,16610.3,2026-04-01,2026-04-08
ORDDET801769,ORD500592,PROD01109,4,62124.95,15,37274.97,12,25346.98,236571.81,2025-12-09,2026-05-13
ORDDET801770,ORD500592,PROD01107,5,3267.2,15,2450.4,0,0.0,13885.6,2025-12-09,2026-05-23
ORDDET801771,ORD500592,PROD01142,1,3103.83,15,465.57,18,474.89,3113.15,2025-12-09,2026-05-11
ORDDET801772,ORD500593,PROD01173,3,2229.41,10,668.82,0,0.0,6019.41,2026-06-16,2026-07-11
ORDDET801773,ORD500594,PROD01177,3,1145.11,10,343.53,18,556.52,3648.32,2025-12-14,2026-07-20
ORDDET801774,ORD500594,PROD01050,5,2611.12,20,2611.12,28,2924.45,13368.93,2025-12-14,2026-05-16
ORDDET801775,ORD500594,PROD01173,3,2229.41,20,1337.65,0,0.0,5350.58,2025-12-14,2026-04-25
ORDDET801776,ORD500594,PROD01137,5,88021.49,20,88021.49,28,98584.07,450670.03,2025-12-14,2026-02-10
ORDDET801777,ORD500594,PROD01054,3,1874.14,5,281.12,28,1495.56,6836.86,2025-12-14,2026-07-13
ORDDET801778,ORD500595,PROD01161,5,1439.47,5,359.87,18,1230.75,8068.23,2025-10-02,2026-03-02
ORDDET801779,ORD500595,PROD01042,4,1594.84,20,1275.87,5,255.17,5358.66,2025-10-02,2026-06-25
ORDDET801780,ORD500596,PROD01182,2,1793.12,15,537.94,18,548.69,3596.99,2024-04-23,2025-05-11
ORDDET801781,ORD500596,PROD01115,2,1423.62,10,284.72,5,128.13,2690.65,2024-04-23,2026-01-03
ORDDET801782,ORD500596,PROD01062,1,143.32,5,7.17,12,16.34,152.49,2024-04-23,2025-01-08
ORDDET801783,ORD500597,PROD01079,4,359.65,5,71.93,18,246.0,1612.67,2024-09-22,2025-06-21
ORDDET801784,ORD500597,PROD01200,4,2012.78,10,805.11,0,0.0,7246.01,2024-09-22,2025-01-22
ORDDET801785,ORD500597,PROD01161,1,1439.47,10,143.95,18,233.19,1528.71,2024-09-22,2025-01-10
ORDDET801786,ORD500597,PROD01151,2,-18538.25,0,0.0,18,6673.77,43750.27,2024-09-22,2026-07-30
ORDDET801787,ORD500597,PROD01034,4,2383.29,5,476.66,0,0.0,9056.5,2024-09-22,2025-05-16
ORDDET801788,ORD500598,PROD01184,2,623.45,0,0.0,0,0.0,1246.9,2025-03-13,2025-12-21
ORDDET801789,ORD500598,PROD01194,5,101952.94,20,101952.94,0,0.0,407811.76,2025-03-13,2025-03-21
ORDDET801790,ORD500599,PROD01046,1,2697.19,0,0.0,12,323.66,3020.85,2026-06-24,2026-07-09
ORDDET801791,ORD500599,PROD01108,-2,84315.66,10,16863.13,18,27318.27,179086.46,2026-06-24,2026-06-30
ORDDET801792,ORD500599,PROD01026,4,22573.83,5,4514.77,28,24018.55,109799.1,2026-06-24,2026-07-08
ORDDET801793,ORD500599,PROD01140,4,20263.27,20,16210.62,5,3242.12,68084.58,2026-06-24,2026-07-18
ORDDET801794,ORD500600,PROD01045,3,319.91,10,95.97,5,43.19,906.95,2025-12-07,2025-12-12
ORDDET801795,ORD500600,PROD01127,1,1959.22,20,391.84,18,282.13,1849.51,2025-12-07,2026-07-09
ORDDET801796,ORD500600,PROD01027,4,5986.52,10,2394.61,28,6034.41,27585.88,2025-12-07,2026-02-08
ORDDET801797,ORD500600,PROD01123,5,30962.55,5,7740.64,12,17648.65,164720.76,2025-12-07,2026-05-21
ORDDET801798,ORD500600,PROD01133,4,6738.07,0,0.0,5,1347.61,28299.89,2025-12-07,2026-04-11
ORDDET801799,ORD500601,PROD01110,3,3263.93,10,979.18,28,2467.53,11280.14,2024-12-08,2026-04-12
ORDDET801800,ORD500601,PROD01190,2,1326.79,0,0.0,0,0.0,2653.58,2024-12-08,2026-01-02
ORDDET801801,ORD500601,PROD01078,5,1168.71,0,0.0,18,1051.84,6895.39,2024-12-08,2025-08-21
ORDDET801802,ORD500602,PROD01151,2,18538.25,5,1853.82,18,6340.08,41562.76,2025-08-15,2026-03-12
ORDDET801803,ORD500602,PROD01150,2,1421.23,10,284.25,5,127.91,2686.12,2025-08-15,2026-05-22
ORDDET801804,ORD500602,PROD01044,5,1829.09,0,0.0,12,1097.45,10242.9,2025-08-15,2025-09-18
ORDDET801805,ORD500603,PROD01068,3,2063.44,5,309.52,0,0.0,5880.8,2024-04-14,2024-09-17
ORDDET801806,ORD500603,PROD01036,3,91027.0,20,54616.2,18,39323.66,257788.46,2024-04-14,2026-07-25
ORDDET801807,ORD500603,PROD01156,2,2360.7,5,236.07,0,0.0,4485.33,2024-04-14,2024-12-17
ORDDET801808,ORD500603,PROD01140,2,20263.27,0,0.0,5,2026.33,42552.87,2024-04-14,2026-04-14
ORDDET801809,ORD500603,PROD01058,1,34361.58,10,3436.16,18,5566.58,36492.0,2024-04-14,2025-07-29
ORDDET801810,ORD500604,PROD01190,4,1326.79,20,1061.43,0,0.0,4245.73,2025-04-20,2025-10-18
ORDDET801811,ORD500604,PROD01143,4,341.34,5,68.27,12,155.65,1452.74,2025-04-20,2026-01-02
ORDDET801812,ORD500604,PROD01004,3,66915.61,0,0.0,12,24089.62,224836.45,2025-04-20,2026-02-23
ORDDET801813,ORD500604,PROD01200,1,2012.78,5,100.64,0,0.0,1912.14,2025-04-20,2025-11-28
ORDDET801814,ORD500604,PROD01092,2,2212.47,10,442.49,12,477.89,4460.34,2025-04-20,2025-11-08
ORDDET801815,ORD500605,PROD01179,4,1114.88,10,445.95,12,481.63,4495.2,2024-03-10,2024-10-05
ORDDET801816,ORD500605,PROD01097,1,1192.35,10,119.24,12,128.77,1201.88,2024-03-10,2025-03-28
ORDDET801817,ORD500605,PROD01127,5,1959.22,10,979.61,18,1586.97,10403.46,2024-03-10,2025-03-08
ORDDET801818,ORD500605,PROD01087,1,1697.74,10,169.77,5,76.4,1604.37,2024-03-10,2025-02-12
ORDDET801819,ORD500606,PROD01068,3,2063.44,0,0.0,0,0.0,6190.32,2024-03-02,2024-03-27
ORDDET801820,ORD500606,PROD01146,5,60482.56,15,45361.92,18,46269.16,303320.04,2024-03-02,2025-02-20
ORDDET801821,ORD500606,PROD01136,4,30368.48,15,18221.09,0,0.0,103252.83,2024-03-02,2025-05-19
ORDDET801822,ORD500606,PROD01002,1,1586.23,5,79.31,0,0.0,1506.92,2024-03-02,2026-06-24
ORDDET801823,ORD500606,PROD01171,2,1322.89,5,132.29,12,301.62,2815.11,2024-03-02,2024-06-05
ORDDET801824,ORD500607,PROD01018,2,48613.66,15,14584.1,5,4132.16,86775.38,2024-01-09,2025-08-13
ORDDET801825,ORD500607,PROD01130,2,73920.48,0,0.0,5,7392.05,155233.01,2024-01-09,2024-03-16
ORDDET801826,ORD500608,PROD01200,4,2012.78,0,0.0,0,0.0,8051.12,2026-03-15,2026-04-04
ORDDET801827,ORD500608,PROD01141,4,20810.87,10,8324.35,12,8990.3,83909.43,2026-03-15,2026-06-07
ORDDET801828,ORD500609,PROD01052,3,24866.16,20,14919.7,18,10742.18,70420.96,2026-06-16,2026-07-01
ORDDET801829,ORD500609,PROD01005,4,29437.81,15,17662.69,0,0.0,100088.55,2026-06-16,2026-06-19
ORDDET801830,ORD500609,PROD01198,2,577.37,5,57.74,0,0.0,1097.0,2026-06-16,2026-07-01
ORDDET801831,ORD500609,PROD01012,4,410.03,15,246.02,12,167.29,1561.39,2026-06-16,2026-07-22
ORDDET801832,ORD500609,PROD01096,1,1482.82,10,148.28,0,0.0,1334.54,2026-06-16,2026-06-19
ORDDET801833,ORD500610,PROD01097,1,1192.35,10,119.24,12,128.77,1201.88,2025-01-19,2025-09-17
ORDDET801834,ORD500610,PROD01088,4,12732.19,5,2546.44,0,0.0,48382.32,2025-01-19,2025-11-08
ORDDET801835,ORD500610,PROD01116,1,1715.37,0,0.0,12,205.84,1921.21,2025-01-19,2025-04-13
ORDDET801836,ORD500611,PROD01187,1,229.48,0,0.0,28,64.25,293.73,2025-01-03,2026-04-30
ORDDET801837,ORD500611,PROD01194,3,101952.94,20,61171.76,0,0.0,244687.06,2025-01-03,2025-04-02
ORDDET801838,ORD500612,PROD01154,5,3481.03,0,0.0,18,3132.93,20538.08,2024-04-13,2024-10-26
ORDDET801839,ORD500613,PROD01026,5,22573.83,20,22573.83,28,25282.69,115578.01,2025-09-30,2025-11-05
ORDDET801840,ORD500613,PROD01168,5,60815.57,0,0.0,28,85141.8,389219.65,2025-09-30,2026-06-11
ORDDET801841,ORD500613,PROD01101,4,2202.01,15,1321.21,12,898.42,8385.25,2025-09-30,2026-04-01
ORDDET801842,ORD500614,PROD01008,3,51301.04,10,15390.31,35,48479.48,186992.29,2026-02-20,2026-04-14
ORDDET801843,ORD500614,PROD01070,1,63420.69,5,3171.03,0,0.0,60249.66,2026-02-20,2026-03-19
ORDDET801844,ORD500615,PROD01131,5,105767.02,5,26441.76,28,140670.14,643063.48,2026-01-14,2026-07-16
ORDDET801845,ORD500615,PROD01089,5,631.23,10,315.62,0,0.0,2840.53,2026-01-14,2026-07-14
ORDDET801846,ORD500615,PROD01043,1,957.97,0,0.0,28,268.23,1226.2,2026-01-14,2026-01-22
ORDDET801847,ORD500616,PROD01127,3,1959.22,15,881.65,18,899.28,5895.29,2025-12-30,2026-02-02
ORDDET801848,ORD500616,PROD01100,5,1656.12,5,414.03,28,2202.64,10069.21,2025-12-30,2025-12-31
ORDDET801849,ORD500616,PROD01070,3,63420.69,5,9513.1,0,0.0,180748.97,2025-12-30,2026-01-09
ORDDET801850,ORD500616,PROD01015,2,802.08,15,240.62,28,381.79,1745.33,2025-12-30,2026-01-08
ORDDET801851,ORD500617,PROD01021,1,1625.22,15,243.78,0,0.0,1381.44,2026-06-02,2026-07-21
ORDDET801852,ORD500618,PROD01034,3,2383.29,20,1429.97,0,0.0,5719.9,2025-04-21,2025-11-07
ORDDET801853,ORD500618,PROD01065,1,6022.19,15,903.33,18,921.39,6040.25,2025-04-21,2026-04-24
ORDDET801854,ORD500618,PROD01114,1,2756.04,15,413.41,12,281.12,2623.75,2025-04-21,2026-02-16
ORDDET801855,ORD500618,PROD01002,5,1586.23,20,1586.23,0,0.0,6344.92,2025-04-21,2025-08-17
ORDDET801856,ORD500618,PROD01194,1,101952.94,5,5097.65,0,0.0,96855.29,2025-04-21,2026-03-29
ORDDET801857,ORD500619,PROD01068,2,2063.44,15,619.03,0,0.0,3507.85,2025-01-02,2025-01-04
ORDDET801858,ORD500619,PROD01078,5,1168.71,15,876.53,18,894.06,5861.08,2025-01-02,2025-01-18
ORDDET801859,ORD500619,PROD01060,5,25310.71,0,0.0,28,35434.99,161988.54,2025-01-02,2026-05-25
ORDDET801860,ORD500619,PROD01105,2,308.5,15,92.55,12,62.93,587.38,2025-01-02,2026-07-30
